City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Kutum,SD,14.2,24.6667,74.03,48,87,6.22,overcast clouds
467,Pilot Butte,CA,50.4668,-104.4178,76.62,30,20,7.34,few clouds
468,Altamont,US,42.2068,-121.7372,75.04,29,1,19.57,clear sky
469,Bonthe,SL,7.5264,-12.505,79.59,84,89,4.97,light rain
470,Berdigestyakh,RU,62.0989,126.6992,82.76,21,46,13.67,scattered clouds
471,Husavik,IS,66.0449,-17.3389,49.91,99,100,5.19,overcast clouds
472,Linxia,CN,35.6003,103.2064,79.34,16,1,2.75,clear sky
473,Port Macquarie,AU,-31.4333,152.9167,65.89,52,10,11.1,clear sky
474,Rocha,UY,-34.4833,-54.3333,64.11,99,100,4.68,overcast clouds
475,Mayo,US,38.8876,-76.5119,73.35,93,1,1.01,clear sky
476,Almenara,BR,-16.1836,-40.6944,67.93,93,90,2.21,overcast clouds
477,Kumla,SE,59.1277,15.1434,60.67,86,7,2.42,clear sky
478,Port Lincoln,AU,-34.7333,135.8667,64.56,66,99,19.17,overcast clouds
479,Okahandja,NA,-21.9833,16.9167,50.31,52,0,10.76,clear sky
480,Tirau,NZ,-37.9833,175.75,59.07,77,90,5.53,overcast clouds
481,Merritt,CA,50.1123,-120.7942,60.46,60,85,6.6,overcast clouds
482,Fort Nelson,CA,58.8053,-122.7002,67.59,28,75,4.61,broken clouds
483,Gualan,GT,15.1333,-89.3667,75.56,98,80,1.88,broken clouds
484,Oussouye,SN,12.485,-16.5469,78.98,80,18,6.38,few clouds
485,Minot,US,48.2325,-101.2963,80.82,39,1,5.75,clear sky
486,Nha Trang,VN,12.25,109.1833,93.2,52,100,7.63,overcast clouds
487,Dudinka,RU,69.4058,86.1778,32.63,82,99,11.39,overcast clouds
488,Thinadhoo,MV,0.5333,72.9333,82.63,76,100,19.15,overcast clouds
489,Thompson,CA,55.7435,-97.8558,50.16,93,90,5.75,overcast clouds
490,Rawah,IQ,34.4816,41.9093,82.81,18,0,7.61,clear sky
491,Trairi,BR,-3.2778,-39.2689,77.36,81,3,8.9,clear sky
492,Ntchisi,MW,-13.5278,33.9149,48.29,92,35,4.03,scattered clouds
493,Topolobampo,MX,25.6,-109.05,82.31,61,1,0.0,clear sky
494,Buchanan,LR,5.8808,-10.0467,77.99,86,89,2.13,overcast clouds
495,Tiarei,PF,-17.5333,-149.3333,82.42,74,19,9.75,few clouds
496,Aksha,RU,50.2814,113.2867,76.86,27,2,2.64,clear sky
497,Matagami,CA,49.7502,-77.6328,57.31,94,90,9.19,moderate rain
498,Tapolca,HU,46.8815,17.4412,55.54,76,75,4.25,broken clouds
499,Marawi,PH,7.9986,124.2928,81.64,54,95,3.27,overcast clouds
500,Santa Barbara,US,34.7333,-120.0343,54.82,80,0,1.36,clear sky
501,San Andres,CO,12.5847,-81.7006,82.42,78,40,8.05,scattered clouds
502,Huanren,CN,41.2647,125.3667,67.23,58,97,10.96,overcast clouds
503,Goksun,TR,38.021,36.4973,47.35,63,0,7.31,clear sky
504,Ilabaya,PE,-17.4208,-70.5133,63.32,55,39,1.95,scattered clouds
505,Talavera De La Reina,ES,39.9635,-4.8308,61.56,60,78,6.22,broken clouds
506,General Roca,AR,-39.0333,-67.5833,52.2,44,18,19.1,few clouds
507,Camden,US,39.7835,-74.9663,70.21,96,2,5.79,clear sky
508,Mainburg,DE,48.65,11.7833,61.18,94,80,5.5,light rain
509,Cordoba,AR,-31.4135,-64.1811,65.75,61,75,4.0,broken clouds
510,Stornoway,GB,58.2093,-6.3865,54.93,82,75,6.91,broken clouds
511,Macklin,CA,52.3334,-109.9348,76.33,53,42,10.04,scattered clouds
512,Boma,GH,7.0805,-2.1697,72.01,100,46,2.21,scattered clouds
513,Chontalpa,MX,17.7,-93.5167,78.31,84,84,1.74,broken clouds
514,Caravelas,BR,-17.7125,-39.2481,72.36,91,63,7.4,broken clouds
515,Takoradi,GH,4.8845,-1.7554,78.51,85,79,3.0,light rain
516,Edd,ER,13.9297,41.6925,88.09,59,31,2.46,scattered clouds
517,Sulina,RO,45.1559,29.6536,61.18,68,82,8.14,broken clouds
518,Olinda,BR,-8.0089,-34.8553,73.13,83,40,8.88,scattered clouds
519,Lodja,CD,-3.4833,23.4333,70.36,79,50,1.61,scattered clouds
520,Tarnos,FR,43.5417,-1.4628,57.81,100,75,2.3,broken clouds
521,Kontagora,NG,10.3999,5.4695,71.44,82,22,0.47,few clouds
522,Ust-Koksa,RU,50.2696,85.6108,52.54,58,52,10.47,broken clouds
523,Tigil,RU,57.8,158.6667,49.44,92,100,6.98,moderate rain
524,Zhanaozen,KZ,43.3,52.8,75.9,41,9,19.71,clear sky
525,Dunedin,NZ,-45.8742,170.5036,57.79,48,100,11.01,overcast clouds
526,Costinesti,RO,43.95,28.6333,61.72,74,61,11.68,broken clouds
527,Contamana,PE,-7.3333,-75.0167,71.91,99,77,0.45,broken clouds
528,Longyearbyen,SJ,78.2186,15.6401,33.64,69,75,17.27,broken clouds
529,Puerto Leguizamo,CO,-0.1934,-74.7819,69.91,99,65,0.2,broken clouds
530,Namioka,JP,40.7072,140.5894,75.9,56,40,19.57,scattered clouds
531,Portland,US,45.5234,-122.6762,71.55,52,75,1.99,broken clouds
532,Pervomayskoye,RU,43.919,46.7102,66.76,71,54,1.74,broken clouds
533,Srednekolymsk,RU,67.45,153.6833,76.87,20,90,21.79,overcast clouds
534,Price,US,39.5994,-110.8107,83.46,14,1,10.36,clear sky
535,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,64,75,11.5,broken clouds
536,Korla,CN,41.7597,86.1469,87.33,15,27,4.34,scattered clouds
537,Maridi,SS,4.9158,29.4742,65.46,94,93,2.62,light rain
538,Lasa,IT,46.6166,10.7002,54.34,96,67,2.75,broken clouds
539,Thai Binh,VN,20.45,106.3333,84.2,54,62,0.85,broken clouds
540,Ulaanbaatar,MN,47.9077,106.8832,75.33,23,20,5.82,few clouds
541,Gat,IL,31.61,34.7642,66.07,72,1,1.57,clear sky
542,Dryden,CA,49.7833,-92.7503,79.09,41,20,5.75,few clouds
543,Nouakchott,MR,18.0858,-15.9785,82.33,49,12,14.18,few clouds
544,Dezhou,CN,37.4486,116.2925,90.95,13,1,8.84,clear sky
545,Young,UY,-32.6833,-57.6333,67.23,95,86,5.39,overcast clouds
546,Nelson Bay,AU,-32.7167,152.15,63.77,57,22,1.99,few clouds
547,Naerbo,NO,58.6667,5.65,56.98,68,100,2.93,overcast clouds
548,Tarragona,ES,41.129,1.249,66.25,82,20,1.14,few clouds
549,Rize,TR,40.9044,40.8949,42.78,87,65,2.51,broken clouds
550,Dire,ML,12.2833,-10.9667,85.26,41,58,3.89,broken clouds
551,Shar,KZ,49.5886,81.0453,48.2,71,98,20.83,overcast clouds
552,Cap Malheureux,MU,-19.9842,57.6142,74.46,85,14,3.0,few clouds
553,Urumqi,CN,43.801,87.6005,79.75,28,20,8.48,few clouds
554,Campos Belos,BR,-13.0367,-46.7717,68.11,64,5,5.95,clear sky
555,Camacupa,AO,-12.0167,17.4833,48.04,50,14,4.88,few clouds
556,Nishihara,JP,26.1842,127.7558,87.46,79,90,15.57,overcast clouds
557,Turukhansk,RU,65.8167,87.9833,37.83,72,99,10.54,overcast clouds
558,Afsin,TR,38.2477,36.914,54.54,56,0,3.76,clear sky
559,Gramoteino,RU,54.5368,86.3839,41.99,93,100,9.44,light rain
560,Barranca,PE,-10.75,-77.7667,62.6,88,37,6.46,scattered clouds
561,Patacamaya,BO,-17.2333,-67.9167,44.98,68,99,8.37,light rain
562,Buzmeyin,TM,38.0507,58.2056,82.13,51,40,5.26,scattered clouds
563,Kismayo,SO,-0.3582,42.5454,79.02,76,11,11.74,few clouds
564,Maniwaki,CA,46.3834,-75.966,64.94,82,99,5.19,overcast clouds
565,Chara,RU,56.9064,118.2631,75.13,27,6,2.95,clear sky
566,Tosya,TR,41.0155,34.0401,49.55,66,52,3.2,broken clouds
567,Acapulco,MX,16.8634,-99.8901,82.94,71,100,4.12,overcast clouds
568,Bago,MM,17.3367,96.4797,87.93,53,100,9.95,overcast clouds
569,Kano,NG,12.0001,8.5167,78.69,65,0,2.3,clear sky
570,Guasdualito,VE,7.2424,-70.7324,73.71,93,100,2.8,light rain
571,Yeppoon,AU,-23.1333,150.7333,73.18,43,0,7.0,clear sky
572,Natal,BR,-5.795,-35.2094,75.42,83,20,7.56,few clouds
573,Corn Island,NI,12.1694,-83.0418,82.15,75,44,16.71,scattered clouds
574,Luganville,VU,-15.5333,167.1667,79.79,73,91,5.66,overcast clouds
575,Lakatoro,VU,-16.0999,167.4164,79.39,70,98,6.26,overcast clouds
576,Tiznit,MA,29.5833,-9.5,57.88,88,50,1.21,scattered clouds
577,Dunkwa,GH,5.9656,-1.78,72.91,99,78,0.58,broken clouds
578,Port Shepstone,ZA,-30.7414,30.455,55.92,68,0,9.26,clear sky
579,Itabuna,BR,-14.7856,-39.2803,68.34,99,100,2.3,overcast clouds
580,Murray,US,40.6669,-111.888,88.48,32,1,20.71,clear sky
581,Mbabane,SZ,-26.3167,31.1333,36.91,87,0,4.68,clear sky
582,Dire Dawa,ET,9.5931,41.8661,72.16,56,1,8.72,clear sky
583,Bundaberg,AU,-24.85,152.35,70.09,43,0,4.61,clear sky
584,Saint-Louis,SN,16.3333,-15.0,94.64,22,22,15.14,few clouds
585,Conceicao Das Alagoas,BR,-19.9147,-48.3883,67.71,50,0,7.67,clear sky
586,Samarai,PG,-10.6167,150.6667,76.86,93,100,11.16,overcast clouds
587,Bulaevo,KZ,54.9056,70.4439,54.77,47,0,8.23,clear sky
588,Ahtopol,BG,42.1,27.95,55.87,73,9,6.26,clear sky
589,Jilib,SO,0.4883,42.7854,75.33,83,9,4.68,clear sky
590,Northam,GB,51.0333,-4.2167,53.02,96,0,6.62,clear sky
591,Manaure,CO,11.7751,-72.4445,80.46,78,100,17.72,overcast clouds
592,Celestun,MX,20.8667,-90.4,83.3,70,100,12.62,overcast clouds
593,Mocuba,MZ,-16.8392,36.9856,63.97,75,99,7.34,overcast clouds
594,Imperial,US,33.0334,-115.4175,98.78,17,0,7.05,clear sky
595,Hammerfest,NO,70.6634,23.6821,43.25,93,90,14.97,overcast clouds
596,Pauini,BR,-7.7136,-66.9764,73.45,74,100,0.6,overcast clouds
597,Manggar,ID,-2.8833,108.2667,86.83,65,9,11.1,clear sky
598,Chapais,CA,49.7834,-74.8492,56.98,64,100,5.21,overcast clouds
599,Zhigansk,RU,66.7697,123.3711,41.47,87,100,8.03,moderate rain
600,Sembe,CG,1.6481,14.5806,70.21,96,99,2.26,overcast clouds
601,Clinton,US,42.587,-82.9199,79.05,53,1,5.75,clear sky
602,Saint-Francois,FR,46.4154,3.9054,58.48,98,90,3.44,overcast clouds
603,Kampot,KH,10.6167,104.1833,91.45,62,64,11.52,broken clouds
604,Arkhara,RU,49.4212,130.0842,52.61,92,100,6.8,light rain
605,Bagdarin,RU,54.4333,113.6,77.22,26,14,4.76,few clouds
606,Oistins,BB,13.0667,-59.5333,80.69,65,20,24.16,few clouds
607,North Bend,US,43.4065,-124.2243,57.15,85,1,10.36,clear sky
608,Valdemarpils,LV,57.3707,22.5919,47.62,66,37,2.66,scattered clouds
609,Gamba,GA,-2.65,10.0,74.93,95,55,3.83,broken clouds
610,Amelia,IT,42.5523,12.4182,64.92,67,100,2.33,overcast clouds
611,Meiktila,MM,20.8667,95.8667,91.18,48,100,8.28,overcast clouds
612,Tibati,CM,6.4667,12.6333,64.87,97,99,1.45,overcast clouds
613,Champerico,GT,14.3,-91.9167,84.34,84,98,6.53,overcast clouds
614,Dingle,PH,10.9995,122.6711,84.96,77,92,6.98,overcast clouds
615,Samdrup Jongkhar,BT,26.9167,91.6167,75.58,80,93,2.17,light rain
616,Inongo,CD,-1.95,18.2667,69.96,85,74,3.8,broken clouds
617,Beian,NO,63.6559,9.5683,58.68,94,75,8.05,broken clouds
618,Dondo,MZ,-19.6094,34.7431,60.31,85,0,7.09,clear sky
619,Cefalu,IT,38.0386,14.0229,71.91,60,83,1.01,broken clouds
620,Hobyo,SO,5.3505,48.5268,78.93,82,0,18.3,clear sky
621,Matara,LK,5.9485,80.5353,79.63,88,100,9.01,moderate rain
622,Gizo,SB,-8.103,156.8419,83.07,73,76,4.43,light rain
623,Dogondoutchi,NE,13.6393,4.0287,87.66,49,20,16.42,few clouds
624,Kiunga,PG,-6.1219,141.2906,73.45,99,100,1.45,heavy intensity rain
625,Belmonte,BR,-15.8631,-38.8828,73.9,86,100,7.65,overcast clouds
626,Neuquen,AR,-38.9516,-68.0591,51.69,58,0,4.61,clear sky
627,Vostok,RU,46.4856,135.8833,58.37,68,99,8.37,overcast clouds
628,Deception Bay,AU,-27.2,153.0333,73.09,49,0,4.05,clear sky
629,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.66,78,30,0.89,scattered clouds
630,Liverpool,GB,53.4106,-2.9779,52.63,77,1,0.36,clear sky
631,Agadez,NE,19.75,10.25,88.27,14,4,9.42,clear sky
632,Luban,PL,51.1201,15.2877,65.77,90,80,1.99,broken clouds
633,Dwarka,IN,22.2394,68.9678,85.46,66,76,13.76,broken clouds
634,Amapa,BR,1.0,-52.0,71.38,99,88,1.86,overcast clouds
635,Mangrol,IN,21.1167,70.1167,87.06,59,93,10.04,overcast clouds
636,Maceio,BR,-9.6658,-35.7353,71.04,94,40,8.57,scattered clouds
637,Gilbues,BR,-9.8317,-45.3439,70.52,60,22,5.7,few clouds
638,Puerto Madryn,AR,-42.7692,-65.0385,47.61,57,0,14.79,clear sky
639,Sokoto,NG,13.0609,5.239,82.67,59,6,19.46,clear sky
640,Abong Mbang,CM,3.9833,13.1833,66.81,99,100,1.36,moderate rain
641,Mbeya,TZ,-8.9,33.45,55.31,91,44,6.2,scattered clouds
642,Lufilufi,WS,-13.8745,-171.5986,85.78,74,49,2.93,light rain
643,Norton,ZW,-17.8833,30.7,30.09,81,56,10.22,broken clouds
644,Alofi,NU,-19.0595,-169.9187,76.89,78,93,11.5,overcast clouds
645,Dekar,BW,-21.5333,21.9333,44.42,66,0,7.94,clear sky
646,Tobe,JP,33.7447,132.7901,70.68,63,75,3.85,broken clouds
647,Hadejia,NG,12.4498,10.0444,82.78,52,98,10.92,overcast clouds
648,Galveston,US,29.3669,-94.9669,75.96,91,1,8.5,clear sky
649,Doha,QA,25.2867,51.5333,98.58,23,0,4.61,clear sky
650,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,65,0,8.05,clear sky
651,Mitsamiouli,KM,-11.3847,43.2844,78.66,73,2,14.97,clear sky
652,Dolinsk,RU,47.35,142.8,62.46,61,22,15.46,few clouds
653,Kologriv,RU,58.8275,44.3178,62.82,58,6,3.94,clear sky
654,Uvalde,US,29.3669,-99.767,71.53,92,1,4.92,clear sky
655,Ca Mau,VN,9.1769,105.15,92.95,51,77,11.14,broken clouds
656,Saint-Honore,CA,48.5334,-71.0824,62.62,86,100,2.93,overcast clouds
657,Paranaiba,BR,-19.6772,-51.1908,71.13,45,29,6.26,scattered clouds
658,Buin,CL,-33.7333,-70.75,61.74,88,92,3.69,overcast clouds
659,Antalaha,MG,-14.9003,50.2788,70.45,89,10,4.32,clear sky
660,The Valley,AI,18.217,-63.0578,80.46,76,100,21.74,overcast clouds
661,Itoigawa,JP,37.0333,137.85,82.62,67,90,4.5,overcast clouds
662,Liaocheng,CN,36.4439,115.9647,92.68,13,5,8.52,light rain
663,Lachute,CA,45.6501,-74.3325,69.51,96,42,4.94,scattered clouds
664,Evensk,RU,61.95,159.2333,43.27,89,98,9.64,overcast clouds
665,Doka,SD,13.5167,35.7667,81.1,53,69,9.84,broken clouds
666,Sukumo,JP,32.9333,132.7333,71.56,67,100,4.0,overcast clouds
667,Kuruman,ZA,-27.4524,23.4325,40.01,59,0,10.58,clear sky
668,Gimli,CA,50.6336,-96.9907,71.62,53,33,9.22,scattered clouds
669,Santa Isabel,BR,-23.3156,-46.2214,69.66,93,1,2.51,clear sky
670,Madarounfa,NE,13.3087,7.156,81.99,61,7,11.7,clear sky
671,Muroto,JP,33.2833,134.15,71.64,77,100,4.18,overcast clouds
672,Viesca,MX,25.35,-102.8,80.96,41,1,5.99,clear sky
673,Surgut,RU,61.25,73.4167,62.78,51,40,17.81,scattered clouds
674,Marzuq,YE,14.4,46.4667,79.25,22,5,5.35,clear sky
675,Katobu,ID,-4.9408,122.5276,88.43,53,98,8.39,overcast clouds
676,Bud,US,39.447,-86.1758,73.38,74,26,5.7,scattered clouds
677,Kalmunai,LK,7.4167,81.8167,84.09,70,100,3.94,overcast clouds
678,Leh,IN,34.1667,77.5833,52.43,33,100,3.42,overcast clouds
679,Kysyl-Syr,RU,63.8986,122.7617,71.98,38,100,8.08,overcast clouds
680,Mabaruma,GY,8.2,-59.7833,73.58,97,73,2.48,broken clouds
681,Trincomalee,LK,8.5711,81.2335,86.02,63,96,13.62,overcast clouds
682,Voyvozh,RU,62.892,54.9635,70.48,40,87,8.75,overcast clouds
683,Kagadi,UG,0.9606,30.7967,60.22,89,98,1.99,overcast clouds
684,Polovinnoye,RU,54.7914,65.9864,56.91,40,3,5.91,clear sky
685,Kaberamaido,UG,1.7389,33.1594,64.67,92,69,2.28,broken clouds
686,Illapel,CL,-31.6308,-71.1653,57.02,91,76,3.31,broken clouds
687,Hailar,CN,49.2,119.7,67.39,39,54,16.73,broken clouds
688,Kez,RU,57.8979,53.7152,62.47,46,2,3.29,clear sky
689,Atar,MR,20.5169,-13.0499,85.66,25,87,13.4,overcast clouds
690,Vestmannaeyjar,IS,63.4427,-20.2734,46.99,86,66,15.17,broken clouds
691,Half Moon Bay,US,37.4636,-122.4286,66.45,80,90,3.44,overcast clouds
692,Utinga,BR,-5.8172,-35.3954,75.6,94,0,4.61,clear sky
693,Evans,US,33.5337,-82.1307,79.0,76,1,1.01,clear sky
694,Daru,PG,-9.0763,143.2092,81.12,72,99,11.79,overcast clouds
695,Sola,VU,-13.8833,167.55,84.87,74,90,0.0,overcast clouds
696,Carballo,ES,43.213,-8.691,52.75,93,8,1.92,clear sky
697,Seybaplaya,MX,19.65,-90.6667,83.43,71,100,5.77,overcast clouds
698,Misratah,LY,32.3754,15.0925,69.06,75,46,9.46,scattered clouds
699,La Ligua,CL,-32.4524,-71.2311,55.6,94,56,0.2,broken clouds
700,Charyshskoye,RU,51.3978,83.5598,41.0,94,100,18.95,overcast clouds
